itemNumber,class,name,customerReviewAverage,customerReviewCount,customerTopRated,modelNumber,salePrice,manufacturer,isRefurbished
83-101-935,desktop,"Acer Nitro 60 N60-640-UR21 Desktop, Intel Core i5-14400F 10-Core Processor (Up to 4.7 GHz), NVIDIA GeForce RTX 5060 Graphics (614 AI TOPS), 16 GB DDR5 Memory, 1 TB PCIe 4.0 NVMe SSD, Windows 11 Home",5.0,1,False,UD.P02AA.069,799.99,Acer America,False
9SIAK3JKPH3518,desktop,"HP 800 G3 Tower Desktop Computer PC, Intel Quad Core i7-6700 upto 4.00GHz, 32GB DDR4 Ram,1TB SSD, Built-in Wi-Fi & Bluetooth, Wireless Keyboard & Mouse, Windows 11 Professional (Refurbished)",0.0,0,False,ZNi76321-009,299.99,HP,True
83-100-141,desktop,"Thermaltake LCGS NE i1460-V170B Gaming Desktop (Intel Core i5-14600K, ToughRam 16GB DDR5 6000MT/s RGB Memory, NVIDIA GeForce RTX 5060, 1TB NVMe M.2, WiFi, Windows 11) N17B-B760-560-LCS",0.0,0,False,N17B-B760-560-LCS,849.99,Thermaltake,False
83-151-615,desktop,MSI Aegis RS2 Series Gaming Desktop PC Intel Core Ultra 7 265K 32GB DDR5 2 TB SSD GeForce RTX 5070 Ti Windows 11 Home (Aegis RS2 AI C2NVR7-1296US),4.5,60,False,Aegis RS2 AI C2NVR7-1296US,1949.0,MSI,False
9SIA1HJKFX5807,desktop,"Skytech Shadow Gaming PC Desktop, Ryzen 5 9600X 3.9 Ghz (5.4GHz Turbo), AMD RX 9060 XT 8GB, 1TB Gen4 NVMe SSD, 32GB DDR5 RAM 6000 RGB, 650W GOLD PSU, Wi-Fi, Win 11",0.0,0,False,ST-SHADOW4-2042-B-AL,1199.99,Skytech,False
9SIAK3JK6F5285,desktop,DELL Business Desktop OptiPlex 3060-SFF Intel Core i5-8500 16GB DDR4 500 GB M.2 NVMe SSD Windows 11 Pro 64-bit,4.8,4,False,NE1-22208,294.99,DELL,True
83-230-895,desktop,CyberpowerPC Gaming Desktop PC GM70929 AMD Ryzen 7 9800X3D 32GB DDR5 2TB NVMe SSD AMD Radeon RX 9070 XT Windows 11 Home 64-bit,0.0,0,False,GM70929,1674.99,CyberpowerPC,False
9SIAZBDJ6Y7607,desktop,"MXZ Gaming PC Desktop Computer, AMD Ryzen 5 5600GT 3.6GHz, AMD Radeon RX Vega 7 Graphics,16GB DDR4, NVME 1TB SSD, 6RGB Fans, Win 11 Pro Ready, Gamer Desktop Computer (R5 5600GT)",4.5,62,False,R5 5600G,509.0,MXZ,False
9SIAHZNKH31915,desktop,"HP 800 G2 Tower Desktop Computer PC, Intel Quad Core i5-6500 upto 3.60GHz, 32GB DDR4 Ram, 1TB SSD, NVIDIA GeForce GTX 1050Ti, Wi-Fi & Bluetooth, RGB Keyboard & Mouse, Windows 11 Professional",5.0,2,False,ZNi563211050-003,397.78,HP,False
83-360-937,desktop,ABS Stratos Aqua Gaming PC Powered by Asus - Windows 11 - Intel Core i9-14900KF - RTX 5070 Ti 16GB - DLSS 4 - AI-Powered Performance - 32GB DDR5 6400 - 2TB M.2 NVMe SSD - SA14900KF5070TI2,4.4,161,False,SA14900KF5070TI2,1849.99,ABS,False
3D5-002N-000D2,desktop,"AVGPC Whirlwind Gaming PC AMD Ryzen 7 9700X Zen5, Radeon RX 9070 XT, 32GB 6000MHz DDR5, 1TB NVME M.2 SSD, 360MM AIO Liquid Cooling, WiFi/AC, Tempered Glass Case, Windows 11 Home Black",4.3,52,False,AV-WW-R7-9070XT-B,1799.99,AVGPC,False
83-360-933,desktop,ABS Aquilon Aqua Gaming PC - Windows 11 - Intel Core i7-14700F - GeForce RTX 5060 Ti - DLSS 4 - AI-Powered Performance - 32GB DDR5 6400 - 1TB M.2 NVMe SSD - AA14700F5060TI2,4.9,21,True,AA14700F5060TI2,1199.99,ABS,False
9SIBRYRK309841,desktop,"AOC All-in-One PC Business Desktop 23.8"" FHD Screen AMD R3 3250U 512 GB SSD Processor up to 3.5GHz 16GB RAM  Windows 11 Home Wi-Fi 6 USB Dual Speakers Keyboard&Mouse Office Work Business",3.7,9,False,A24922-1D5012350,389.0,AOC Monitors,False
9SIA1HJKG06226,desktop,"Skytech Gaming Shadow Desktop PC, Ryzen 7 7700 3.8 GHz (5.3GHz Turbo), NVIDIA RTX 5070 12GB, 1TB NVMe SSD, 32GB DDR5 RAM 6000 RGB, 850W GOLD PSU, Wi-Fi, Win 11",4.0,3,False,ST-SHADOW4-2095-B-AL,1499.99,Skytech,False
83-151-718,desktop,MSI Gaming Desktop PC Codex Z2 A8NVP-486US AMD Ryzen 7 8700F 32GB DDR5 2TB NVMe SSD GeForce RTX 5070 Windows 11 Home,0.0,0,False,Codex Z2 A8NVP-486US,1349.0,MSI,False
9SIAK3JKC77630,desktop,Dell OptiPlex 5060 - Windows 11 Desktop Computer | Intel Core i5-8500 Six Core (4.3GHz Turbo) | 16GB DDR4 RAM | 500GB SSD Solid State + 1TB HDD | WiFi + Bluetooth | Home or Office PC,3.0,3,False,698869889951,339.99,DELL,False
83-420-031,desktop,STORMCRAFT Gaming PC SIRIUS AMD Ryzen 7 7700 AMD Radeon RX 9060 XT 16GB - AI Powered 32GB (16Gx2) DDR5 RGB 6000MHz 2TB NVMe SSD 650W PSU Windows 11 Home – SI77000CC-96BN1,4.8,4,False,SI77000CC-96BN1,1199.99,STORMCRAFT,False
83-992-020,desktop,Cooler Master TD5 Pro - Intel Core Ultra 7-265KF - Radeon RX 7800 XT - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - Windows 11 - 360mm AIO – Gaming PC,4.3,15,False,AYG-M6C7-AAIGIA32-N1,1442.64,Cooler Master,False
83-360-912,desktop,ABS Cyclone Aqua Gaming PC - Windows 11 - Intel Core Ultra 7 265KF - GeForce RTX 5070 - DLSS 4 - AI-Powered Performance - 32GB DDR5 6400MHz - 1TB M.2 NVMe SSD - CA265KF50702,4.4,161,False,CA265KF50702,1449.99,ABS,False
3D5-000D-00262,desktop,"Cobratype Venom Gaming PC - Ryzen 7 9800X3D, RTX 5070 Ti, 360mm AIO Liquid Cooler, 32 GB DDR5 RAM, 2 TB NVMe, Windows 11",4.2,29,False,Venom98X57T,2205.26,Cobratype,False
83-221-820,desktop,"ASUS TUF T500 (2025) Gaming Desktop PC, Intel Core i7-13620H Processor, NVIDIA GeForce RTX 5060Ti, 1TB M.2 NVMe PCIe 4 SSD, 32GB DDR5 RAM, Windows 11 Home, T500MV-NS766Ti",5.0,1,False,T500MV-NS766Ti,1249.99,ASUS,False
9SIA1HJKFV0473,desktop,"Skytech Azure 3 Gaming PC Desktop, Ryzen 7 9800X3D 4.7 GHz (5.2 GHz Turbo), NVIDIA RTX 5070 12GB, 2TB Gen4 NVMe SSD, 32GB DDR5 6000 RGB, 850W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11,Montech XR",3.5,2,False,ST-AZURE3-2049-W-AL,1749.99,Skytech,False
83-420-009,desktop,STORMCRAFT Gaming PC SKYHAWK PRO Intel Core i7-14700F NVIDIA GeForce RTX 5070 – AI Powered 32GB DDR5 6000MHz RGB 2TB NVMe SSD 850W PSU Windows 11 Home - SP1470FCC-570N1,4.8,71,True,SP1470FCC-570N1,1459.99,STORMCRAFT,False
3D5-000D-00288,desktop,"Cobratype Canebrake Elite Gaming PC - AMD Ryzen 5 5600X, RX 9060 XT 8GB, 32 GB DDR4 RAM, 1 TB NVMe, Windows 11 Home - Gaming Desktop",3.3,4,False,CanebrakeElite,849.99,Cobratype,False
83-104-978,desktop,Apple Desktop Mac Mini 8GB 512GB SSD macOS,3.8,5,False,MGNR3LL/A-512GB,249.99,Apple,True
9SIADG3KKB4963,desktop,"Lenovo ThinkCentre M70q Gen 5 Tiny Business Desktop (Intel 10-Core i5-14400T (>i7-13700T), 16GB DDR5, 512GB SSD, UHD Graphics 730) MFF, Mini PC, DisplayPort, Ethernet, HDMI, 3-Yr WRT, Win 11 Pro, 2025",0.0,0,False,Lenovo ThinkCentre M70q i5 16 512,649.99,Lenovo,False
3D5-002N-000B4,desktop,"AVGPC Max Gaming PC - Intel® Core i3 10105F, GeForce RTX 3050 GPU, 16GB DDR4 RAM, 1TB M.2 NVMe SSD, Windows 11, WiFi/AC  i3-10105F / RTX 3050",4.4,131,False,AV-MAX-3050-105F,622.99,AVGPC,False
83-630-100,desktop,YEYIAN Gaming Desktop PC Vault Intel Core i7-14700F 32GB DDR5 1TB PCIe SSD GeForce RTX 5060 Windows 11 Home -  YPI-VA47F0C-5601N,4.1,344,False,YPI-VA47F0C-5601N,979.99,YEYIAN,False
83-151-621,desktop,MSI Gaming Desktop PC Aegis RS2 AI C2NVP7-1444US Intel Core Ultra 7 265K 32GB DDR5 2TB NVMe SSD GeForce RTX 5070 Windows 11 Home Advance,4.5,60,False,Aegis RS2 AI C2NVP7-1444US,1799.0,MSI,False
3D5-002N-000G7,desktop,AVGPC Hellfire Gaming PC AMD Ryzen 5 9600X; GeForce RTX 5070 12GB; 32GB DDR RAM; 1 TB NVME M.2 SSD; 360mm AIO Liquid Cooler; ARGB Fans; WiFi/AC ; Dual Chamber Case; Windows 11 Home,4.5,6,False,AV-Hellfire-96X-5070,1329.0,AVGPC,False
9SIAE4NKNU1082,desktop,"Lenovo ThinkCentre Neo 50Q Tiny Business Mini Desktop (Intel i5-13420H, Intel UHD, 16GB DDR4, 512GB PCIe SSD, WiFi 6, Bluetooth 5.2, 65W PSU, RJ-45, 1 Display Port, 1 x HDMI 2.1, Win 11 Pro)",0.0,0,False,ME-243502229951,569.99,Lenovo,False
9SIA1HJKEJ2483,desktop,"Skytech Chronos Gaming PC Desktop, Ryzen 9 9900X 4.4 GHz (5.6GHz Turbo), NVIDIA RTX 5070 12GB, 2TB Gen4 NVMe SSD, 32GB DDR5 RAM 6000 RGB, 850W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11",5.0,1,False,ST-CHRONOS3-1737-B-AL,1799.99,Skytech,False
83-420-007,desktop,STORMCRAFT Gaming PC SIRIUS Intel Core i7-14700F NVIDIA GeForce RTX 5060 TI 8GB- AI Powered 32GB (16Gx2) DDR5 RGB 6000MHz 2TB NVMe SSD 650W PSU Windows 11 Home - SI1470FCC-56TN1,4.8,71,True,SI1470FCC-56TN1,1249.99,STORMCRAFT,False
83-360-831C,desktop,ABS Cyclone Aqua Gaming PC - Windows 11 - Intel Core i5-14400F - GeForce RTX 5060 - DLSS 4 - AI-Powered Performance - 32GB DDR4 3200MHz - 1TB M.2 NVMe SSD - CA14400F5060,0.0,0,False,CA14400F5060,799.99,ABS,True
83-451-908,desktop,HP EliteDesk 800 G5 Desktop Intel Core i5-9500T 2.20 GHz 16GB Memory 256GB SSD Windows 11 Pro,0.0,0,False,DTR-HP-800G5MINII59500T/X,214.99,HP,True
83-221-821,desktop,ASUS Gaming Desktop PC GM700TZ-NS776 AMD Ryzen 7 9800X3D 32GB DDR5 1TB NVMe SSD AMD Radeon RX 9070 XT Windows 11 Home,5.0,1,False,GM700TZ-NS776,1729.99,ASUS,False
83-420-002,desktop,STORMCRAFT Gaming PC SIRIUS Intel Core i5-14400F Intel Arc B580 12GB OC ASROCK – AI Powered 32GB (16Gx2) DDR5 RGB 6000MHz 1TB NVMe SSD 650W PSU Windows 11 Home - SI1440FCB-B58N1,4.7,60,True,SI1440FCB-B58N1,899.99,STORMCRAFT,False
9SIBWCHKG42761,desktop,Andromeda Insights Elite AMD Vector - RX 9070 XT 16GB | Ryzen 7 9800X3D 4.7 GHz (5.2 GHz Turbo Boost) | 32GB DDR5 6000MHz | 2TB Gen4 SSD | 850W Gold PSU | ARGB Fans | Wi-Fi + BT | Win 11 Home,4.2,5,False,V100-RX9070XT-9800X3D-2TB-32GB-850W-BLK,1899.99,Andromeda Insights,False
83-151-612,desktop,MSI AEGIS ZS2 Gaming Desktop AMD Ryzen R9 7900X NVIDIA GeForce RTX 4070 SUPER 32GB RAM 2 TB NVMe SSD Windows 11 Home AEGIS ZS2 B7NUE-854US,5.0,2,False,B7NUE-854US,1399.99,MSI,True
83-151-306,desktop,MSI Desktop Computer PRO DP21 13M-655US Intel Core i5-13400 16GB DDR4 1TB PCIe SSD Windows 11 Pro 64-bit,4.7,13,False,PRO DP21 13M-655US,604.0,MSI,False
9SIADFMJRT2049,desktop,"Dell OptiPlex 5060 SFF Desktop PC, Intel 6-Core i5-8500 3.0GHz, 16GB DDR4 RAM, 512GB NVMe M.2 SSD, DVD-RW, Windows 11 Pro Grade A",4.8,4,False,782248425941,236.94,DELL,True
9SIA4P0KG18145,desktop,iBUYPOWER Y40 PRO Black Gaming PC Desktop - AMD Ryzen 7 7800X3D - NVIDIA GeForce RTX 5070Ti 16GB - 32GB DDR5 RGB - 2TB NVMe SSD - Y40BA7N57T01,4.1,62,False,Y40BA7N57T01,1999.99,iBUYPOWER,False
9SIB5FPKEG9822,desktop,"AVGPC Whirlwind Gaming PC AMD Ryzen 7 9700X Zen5, NVIDIA GeForce RTX 5070 Ti, 32GB 6000MHz DDR5, 2TB NVME M.2 SSD, 360MM AIO Liquid Cooling, WiFi/AC, Tempered Glass Case White, Windows 11 Home",4.3,52,False,AV-WW-R7-5070Ti-W,1849.0,AVGPC,False
83-420-008,desktop,STORMCRAFT Gaming PC SIRIUS Intel Core i5-14400F NVIDIA GeForce RTX 5070- AI Powered 32GB (16Gx2) DDR5 RGB 6000MHz 2TB NVMe SSD 650W PSU Windows 11 Home - SI1440FCC-570N1,4.8,71,True,SI1440FCC-570N1,1399.99,STORMCRAFT,False
9SIAHZNKHF3319,desktop,"HP EliteDesk 800 G2 Tiny Desktop Computer PC, Intel Quad Core i5-6500T upto 3.10GHz, 32GB DDR4 Ram, 500GB HDD, Keyboard & Mouse, Windows 11 Professional (Refurbished)",5.0,1,False,ZNi5632500-0080,233.99,HP,True
83-630-095,desktop,YEYIAN Gaming Desktop PC YUMI INTEL Core i5-14400F GeForce RTX5060 8GB 16GB DDR5 1TB SSD 650W Gold PSU Windows 11 Home,4.1,344,False,YPI-YU44F0B-5601N,829.99,YEYIAN,False
9SIB11NKED2737,desktop,"Hoengager RTX 5070 12GB Gaming PC Desktop - AMD Ryzen 7 5700X 3.4 GHz, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi + BT, Windows 11 Pro -RGB Prebuilt Computer",4.7,27,True,CBDTHEFKB5700XLQ32G1T50712GW11P,1289.99,Hoengager,False
3D5-002N-000E1,desktop,"AVGPC Blizzard Gaming PC - Intel Core i9 11900KF NVIDIA GeForce RTX 5060 Ti, 32GB DDR4, 1TB NVME M.2 SSD, 360mm Liquid Cooler, ARGB Fans, Wifi/AC, TD500 Mesh White Case, Windows 11 Home i9 5060 Ti",4.4,131,False,AV-Blizzard-I9-5060Ti,1379.99,AVGPC,False
9SIA8VGK8Y6150,desktop,Dell OptiPlex 5060 - Windows 11 Desktop Computer | Intel Core i5-8500 Six Core (4.3GHz Turbo) | 16GB DDR4 RAM | 500GB SSD Solid State + 1TB HDD | WiFi + Bluetooth | RGB Mouse + Keyboard,2.3,3,False,698869677961,315.0,DELL,False
9SIBPBAJZ24480,desktop,"HIGOLEPC Mini PC Windows 11 Pro Intel Celeron N4000 4GB/64GB,Micro Computer Stick PC USB PD3.0 and HDMI 4K Gigabit Ethernet,WiFi 5.0,BT 4.2, Mini Computer on Business Office Media Home",3.9,10,False,PCSTICK-4064-0001,99.0,Higole,False
9SIBUU5KDJ8121,desktop,"ACEMAGIC Mini Gaming PC ,AMD Ryzen 5 7430U 8T/16C 16GB DDR4 512GB NVME SSD Mini Desktop Computer,Windows 11 Pro Mini PC Gaming WiFi6/BT5.2,4K UHD/RGB Lights/3 Adjustable Mode,Display for Business",5.0,1,False,7430u16,249.76,ACEMAGIC,False
83-151-629,desktop,MSI CODEX R2 Gaming Desktop Intel Core i7-14700F GeForce RTX 4060 32GB DDR5 2 TB NVMe SSD Windows 11 Home B14NUC7-240US,4.0,4,False,CODEX R2 B14NUC7-240US,919.99,MSI,True
9SIAR0TKKG0219,desktop,"OMEN Desktop Intel Core Ultra 7, 32 GB;1 TB SSD  Windows 11 Home",0.0,0,False,B73MMAA#ABA,1489.99,HP,False
9SIAZBDKDH7582,desktop,"MXZ Gaming PC Computer Intel Core i5 12400F , GeForce RTX 4060, 8GB*2(16GB) DDR4, NVME M2 500G, 5RGB Fans,Windows 11 Pro Ready to use, Gamer Desktop Computer(I5 12400F| RTX4060)",4.8,18,True,I5 12400F| RTX 4060,809.0,MXZ,False
83-360-859,desktop,ABS Aeolian Ruby Gaming PC - Windows 11 - AMD Ryzen 7 7800X3D - GeForce RTX 5070 Ti -  DLSS 4 - AI-Powered Performance - 32GB DDR5 6000 - 2TB M.2 NVMe SSD - AR7800X3D5070TI3,4.2,44,False,AR7800X3D5070TI3,1999.99,ABS,False
83-380-007,desktop,"Xidax X-6 Series AMD Ryzen 7 9800X3D (4.7GHz, up to 5.2GHz) , GeForce RTX 5070Ti 16GB, 2TB NVMe M.2 SSD, 32GB (2x16GB) RAM, Window 11 Home Onami White Gaming Desktop - Assembled & Serviced in Utah",5.0,3,False,16576,2299.99,XIDAX,False
9SIAK3JKK61011,desktop,"Dell OptiPlex 3040 Tiny Desktop PC, Intel Quad Core i5-6500 6th Gen. Processor up to 3.10 GHz, 16GB DDR4 Ram, 512GB SSD , Keyboard & Mouse, Built-in Wi-Fi, Windows 11 Professional (Renewed)",5.0,1,False,6/13/25-12-13,159.99,DELL,True
83-360-932,desktop,ABS Stratos Aqua Gaming PC - Windows 11 - Intel Core Ultra 9 285K - GeForce RTX 5080 - DLSS 4 - AI-Powered Performance - 32GB DDR5 6400 - 2TB M.2 NVMe SSD - SA285K5080,4.3,9,False,SA285K5080,2349.99,ABS,False
9SIBPMFKCK6682,desktop,"Lenovo IdeaCentre,14th Gen Intel Core i5-14400 10-Core Processor,16GB DDR4,1TB SSD,Intel UHD Graphics,Wifi-AX,Dual Monitor Capable,Windows 11 Pro",0.0,0,False,LENIDC3i161TBSDPROZ,669.0,Lenovo,False
83-230-803,desktop,"CyberPowerPC Gaming PC Gamer Xtreme GXL70130, Intel Core Ultra 9 285, RTX 5070 Ti 16GB, 32GB DDR5 6400 RGB, 2TB PCIe 4.0 SSD, Windows 11 Home",4.0,30,False,GXL70130,1949.99,CyberpowerPC,False
9SIA8VGKBG6216,desktop,Dell OptiPlex 3070 - Windows 11 Pro Desktop Computer | Intel Core i5-9500 Six Core (4.4GHz Turbo) | 16GB DDR4 RAM | 500GB SSD Solid State + 1TB HDD | WiFi + Bluetooth | Home or Office PC,4.3,4,False,698869927127,310.0,DELL,True
3D5-002N-000F3,desktop,"AVGPC Max Gaming PC - AMD RYZEN 7 5700X 8-Core, Nvidia GeForce RTX 5060, 32GB RAM, 1TB M.2 NVMe SSD, Heat-pipe Cooler, Windows 11 Black",4.6,28,True,AV-MAX-57X-5060-32-B,999.99,AVGPC,False
9SIB74MJYT1924,desktop,"KAMRUI 4K Mini PC 16GB DDR4 RAM 512GB SSD ROM, Intel 12th Alder Lake-N95 4 Core Processor,windows 11 home, WiFI/BT,Office mini PC",5.0,3,False,GK3Pro(N5105+16+512),210.99,Kamrui,False
83-221-819,desktop,"ASUS ROG GM700 (2025) Gaming Desktop PC, AMD Ryzen 7 8700F Processor, AMD Radeon RX 9060 XT PRIME OC, 1TB M.2 NVMe PCIe 4 SSD, 32GB DDR5 RAM, Windows 11 Home, GM700TZ-NB766",5.0,1,False,GM700TZ-NB766,1199.99,ASUS,False
9SIAK3JJUN8734,desktop,Dell OptiPlex 5060 3060 7060 SFF Desktop - 8th Gen Intel Hexa-Core(6 Cores) i5-8500 up to 4.10 GHz 32 GB DDR4 512 GB SSD DVD-R WiFi/BT Windows 11 Pro,4.0,7,False,Dell.5060.i5_12,339.99,DELL,True
83-420-039,desktop,STORMCRAFT Gaming PC VIPER Intel Core i7 14700F NVIDIA GeForce RTX 5070 - AI Powered 32GB DDR5 6000MHz RGB 2TB NVMe SSD 850W PSU Windows 11 Home,4.8,71,True,VI1470FCC-570N1,1399.99,STORMCRAFT,False
9SIBUU5K6X7590,desktop,"ACEMAGIC Mini Gaming PC ,AMD Ryzen 7 5825U 8T/16C 16GB DDR4 512GB NVME SSD Mini Desktop Computer,Windows 11 Pro Mini PC Gaming WiFi6/BT5.2,4K UHD/RGB Lights/3 Adjustable Mode,Display for Business",4.6,5,False,AMR5-5700U,279.0,ACEMAGIC,False
3D5-002N-000D4,desktop,"AVGPC Whirlwind Gaming PC AMD Ryzen 7 9700X Zen5, NVIDIA GeForce RTX 5070 Ti, 32GB 6000MHz DDR5, 2TB NVME M.2 SSD, 360MM AIO Liquid Cooling, WiFi/AC, Tempered Glass Case Black, Windows 11 Home",4.3,52,False,AV-WW-R7-5070Ti-B,1849.99,AVGPC,False
9SIC01CKHK6047,desktop,"AOACE Gaming PC Desktop INTEL Core i5 14400F, NVIDIA RTX 5050 8G DLSS 4, 32GB DDR4 RAM 3200MHz,1TB NVMe PCIe4.0, Wi-Fi6E, Game Design Office console,Sea View Room Windows 11",4.7,892,True,15 144F-RTX558-D432G-1T,795.99,AOACE,False
83-360-832C,desktop,ABS Cyclone Aqua Gaming PC - Windows 11 - Intel Core i7-14700F - GeForce RTX 5060 - DLSS 4 - AI-Powered Performance - 32GB DDR4 3200MHz - 1TB M.2 NVMe SSD - CA14700F5060,5.0,2,False,CA14700F5060,949.99,ABS,True
9SIA1HJKEV3145,desktop,"Skytech Azure Gaming PC Desktop, Intel i7 14700F 2.1 GHz (5.3GHz Turbo), NVIDIA RTX 5070 12GB GDDR7, 2TB Gen4 NVMe SSD, 32GB DDR5 RAM 6000 RGB, 750W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11",4.4,28,False,ST-AZURE2-1817-W-AL,1599.99,Skytech,False
9SIAZBDKCZ6953,desktop,"MXZ Gaming PC Computer AMD Ryzen 5 3600, GeForce RTX 4060, 8GB*2(16GB) DDR4, NVME M2 500GB, 5 RGB Fans, Windows 11 Pro Ready to Use, Gamer Desktop Computer (R5 3600| RTX 4060)",4.7,60,True,R5 3600|RTX 4060,779.0,MXZ,False
83-630-101,desktop,Yeyian Gaming Desktop PC YPI-ED44F0B-5601N Intel Core i5-14400F 16GB DDR5 1TB NVMe SSD GeForce RTX 5060 Windows 11 Home,0.0,0,False,YPI-ED44F0B-5601N,799.99,YEYIAN,False
9SIBJ6VKCZ5147,desktop,"MINISFORUM UM760 Slim Mini PC AMD Ryzen 5 7640HS 6C/12T Desktop Computer, DDR5 16G RAM+1TB SSD, HDMI/DP/USB4 8K@60Hz Output, 1X 2.5G RJ45 Port, 4X USB Port, Dual Band WiFi, AMD Radeon 760M Graphics",4.8,6,False,UM760Slim16US,407.0,minisforum,False
83-151-614,desktop,MSI Aegis RS2 Series Gaming Desktop PC Intel Core Ultra 9 285K 32GB DDR5 2 TB SSD GeForce RTX 5070 Ti Windows 11 Home (Aegis RS2 AI C2NVR9-1295US),4.5,60,False,Aegis RS2 AI C2NVR9-1295US,2199.0,MSI,False
9SIA4P0KGE1930,desktop,iBUYPOWER Y40 PRO Black Gaming PC Desktop - AMD Ryzen 7 9800X3D - AMD Radeon RX 9070XT 16GB - 32GB DDR5 RGB - 2TB NVMe SSD - Y40BA7R97XT01,3.5,17,False,Y40BA7R97XT01,1899.99,iBUYPOWER,False
9SIC01CKJE4418,desktop,"AOACE Gaming PC Desktop INTEL Core i5 14400F, NVIDIA RTX 5060 8G DLSS 4, 32GB DDR4 RAM 3200MHz,1TB NVMe PCIe4.0, Wi-Fi6E, Game Design Office console,Sea View Room Windows 11",4.7,892,True,I5 144F-RTX568-D432G-1T,829.0,AOACE,False
9SIADGYKN71416,desktop,HP Business Desktop EliteDesk 800 G5-MINI Intel Core i5-9500T 16GB DDR4 256GB SSD Windows 11 Pro 64-bit,0.0,0,False,NE1-22258,255.99,HP,True
1VK-001E-4U447,desktop,HP Desktop Computer Intel Core i5-13400 12GB Memory 512GB SSD Windows 11 Home M01-F300,0.0,0,False,HP9B4Q3AAR,339.99,HP,True
3D5-000D-00227,desktop,"Cobratype Venom Gaming PC - Ryzen 9 9900X, AMD RX 9070 XT, 360mm AIO Liquid Cooler, 32 GB DDR5 RAM, 2 TB NVMe, Windows 11",4.2,29,False,VenomElite,1949.99,Cobratype,False
9SIB5FPKDR2962,desktop,"AVGPC Max Series Gaming PC - AMD Ryzen 5  5600X 4.6 GHz, AMD RX 6600 GPU , 32GB RAM, 1TB M.2 NVMe SSD, 240mm Liquid CPU Cooler, ARGB Fans, Wifi/AC, MAX ATX Case, Windows 11 White",4.7,7,False,AV-MAX-R5-6600-32,859.0,AVGPC,False
3D5-000Z-001W0,desktop,"Skytech Gaming Shiva Desktop PC, Intel i5 14400F 2.5 GHz (4.7GHz Turbo), NVIDIA RTX 4070 Super 12GB, 2TB NVMe SSD, 32GB DDR5 RAM RGB, 650W GOLD PSU, 240mm ARGB AIO, Wi-Fi, Win 11",3.7,3,False,ST-SHIVA2-1509-W-AL,1399.99,Skytech,False
83-451-911,desktop,HP EliteDesk 800 G5 Mini Desktop Intel Core i7-9700 16GB RAM 256GB SSD Windows 11 Pro,0.0,0,False,DTR-HP-800G5MINII79700/X,269.99,HP,True
9SIAZBDKCS4720,desktop,"MXZ Gaming PC Computer Intel Core i5 9400F,GeForce RTX 2060, 8G DDR4, NVME M2 500GB, 5 RGB Fans, Windows 11 Pro Ready to Use, Gamer Desktop Computer (I5 9400F| RTX 2060)",4.1,33,False,I5 9400F|RTX 2060,549.0,MXZ,False
9SIAK3JKPH3566,desktop,Dell OptiPlex 3050 5050 7050 SFF Desktop Intel Quad Core i5-6500 3.20GHz 16 GB DDR4 256 GB SSD DVD WiFi/BT Windows 11 Pro,3.7,3,False,Dell.7040.i5_8,149.99,DELL,True
9SIA1HJKG52406,desktop,"Skytech Prism 4 Gaming PC Desktop, Ryzen 7 7800X3D 4.2 GHz (5GHz Turbo), NVIDIA RTX 5070 Ti 16GB, 2TB Gen4 NVMe SSD, 32GB DDR5 6000, 850W GOLD ATX 3, 360mm AIO , Wi-Fi, Win 11,Antec C8 Curved Wood",4.7,3,False,ST-PRISM4-2124-B-AL,1899.99,Skytech,False
9SIC2PHKKE7911,desktop,"ZYNEEX Gaming PC Desktop, AMD Ryzen 5 5500  (4.2GHz Turbo), RX6600LE 8GB GDDR6, 32GB DDR4 RAM 3200MHz, 1TB NVME SSD, Air Cooling, WiFi Prebuilt Gaming Computer Windows 11",5.0,105,True,R5 5500-RX6600LE-D432G-1T,699.99,ZYNEEX,False
9SIBTVHKEF2368,desktop,"MiniHyper N9 Mini PC Windows 11 Pro, Intel 12th N95 (up to 3.4GHz) Mini PC, 16GB RAM 512GB M.2 SSD, USB3.2,Mini PC N95 Support 4K UHD Dual HDMI BT5.1, Dual Band WIFI| VESA Mount | Home Office Business",3.0,2,False,24250268,145.99,MINIHYPER,False
9SIAE4NKF33081,desktop,MSI Desktop Computer Cubi NUC 1MG-008US Intel Core 5 120U 16GB DDR5 1TB PCIe SSD Windows 11 Pro 64-bit,5.0,1,False,Cubi NUC 1MG-008US,649.99,MSI,False
9SIC0E9KHP7460,desktop,MSI Gaming Desktop PC Aegis RS2 AI A2NVP7-1480US Intel Core Ultra 7 265K 32GB DDR5 2TB NVMe SSD GeForce RTX 5070 Windows 11 Home,4.4,45,False,Aegis RS2 AI A2NVP7-1480US,1939.0,MSI,False
83-992-024,desktop,Cooler Master HAF5 Pro - Intel Core Ultra 7-265F - GeForce RTX 5070 - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - Windows 11 - Gaming PC,4.6,48,True,AYG-H5C7-N67GIA32-N1,1549.99,Cooler Master,False
